index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day,sales
334136,457,2,428,1,1,0,0,2013,7,16,21160
333449,568,2,416,1,1,0,0,2014,1,21,17668
164915,994,1,423,1,0,0,1,2015,7,6,21853
603803,934,2,719,1,0,0,1,2013,4,2,18342
378415,319,2,1001,1,1,0,0,2013,11,5,24053
523156,573,3,370,1,1,0,0,2014,6,4,22322
532400,860,4,786,1,1,0,0,2014,11,6,21388
8083,998,1,488,1,0,0,1,2013,8,19,20814
279812,310,6,608,1,0,0,0,2013,10,19,21140
39905,217,3,577,1,0,0,1,2015,3,11,24658
259374,319,3,821,1,1,0,0,2014,11,5,24167
42481,66,5,0,0,0,1,0,2013,11,1,23
551979,532,2,1220,1,1,0,0,2013,9,24,20302
30012,332,3,505,1,1,0,0,2013,6,19,18802
540746,461,6,504,1,0,0,0,2015,4,25,20249
524497,79,2,481,1,0,0,0,2014,3,25,27592
484277,478,5,766,1,1,0,0,2015,5,8,22347
407404,838,3,912,1,1,0,0,2015,6,3,26913
266878,66,4,576,1,1,0,1,2013,8,1,22907
350746,566,7,0,0,0,0,0,2013,3,3,0
289142,733,2,3482,1,0,0,0,2014,6,24,13900
711790,509,6,317,1,0,0,1,2015,1,3,25644
590079,281,6,680,1,0,0,0,2014,10,4,21405
548687,1009,7,0,0,0,0,0,2014,6,8,0
229397,468,2,488,1,1,0,0,2015,2,17,21568
94876,755,1,993,1,0,0,0,2013,9,30,20751
387231,220,7,0,0,0,0,0,2014,12,28,0
581887,552,5,731,1,1,0,0,2015,1,16,21301
152098,450,1,1024,1,1,0,0,2014,9,15,23262
233276,727,7,0,0,0,0,1,2015,4,5,62
643456,217,5,556,1,1,0,0,2015,1,9,24675
175880,593,7,0,0,0,0,0,2013,3,24,0
410140,745,5,723,1,1,0,1,2014,8,22,16441
654810,431,3,934,1,1,0,0,2013,6,5,19665
608038,691,6,546,1,0,0,0,2014,12,27,20608
6555,1009,3,444,1,0,0,1,2013,1,2,21159
308046,212,2,517,1,1,0,0,2013,5,14,27077
543530,453,1,786,1,0,0,0,2014,2,10,21074
593021,609,7,0,0,0,0,0,2013,3,24,0
305691,722,6,1393,1,0,0,0,2013,3,9,12789
328173,1015,3,436,1,0,0,0,2014,12,10,24532
679786,146,4,763,1,1,0,0,2013,12,5,25891
91655,48,7,0,0,0,0,0,2014,1,26,0
13832,463,5,886,1,0,0,1,2014,7,11,20629
33398,502,5,1504,1,0,0,0,2014,12,12,26008
395190,1114,3,3192,1,0,0,0,2015,7,8,21645
564534,1059,3,1078,1,0,0,1,2013,10,2,20549
86372,777,1,280,1,0,0,0,2013,2,25,23348
429640,93,7,0,0,0,0,0,2015,6,7,60
564262,808,4,862,1,1,0,0,2015,4,30,27264
123211,232,7,0,0,0,0,0,2015,3,1,30
468832,595,3,1647,1,0,0,0,2013,2,13,18977
340580,229,2,723,1,1,0,0,2013,6,18,27116
629295,890,3,465,1,1,0,0,2014,1,8,19857
702507,174,7,0,0,0,0,0,2015,7,26,103
331593,772,1,456,1,0,0,1,2013,9,30,22707
360804,918,1,990,1,0,0,1,2014,12,22,24912
267663,88,2,758,1,1,0,0,2015,3,3,24689
607079,813,4,642,1,0,0,0,2015,3,12,22810
140178,52,3,518,1,1,0,0,2013,2,6,32465
563715,88,5,662,1,0,0,0,2014,2,28,24194
261391,661,4,519,1,0,0,1,2013,4,4,16701
88039,709,5,0,0,1,2,1,2014,4,18,0
179719,1106,1,694,1,1,0,1,2013,7,29,22443
61304,391,4,822,1,1,0,0,2014,4,3,22945
271974,755,4,855,1,0,0,0,2013,12,12,23240
78123,53,6,348,1,0,0,0,2015,3,14,31994
498692,922,6,730,1,0,0,0,2014,3,22,20683
412028,779,7,0,0,0,0,0,2013,7,7,0
568050,581,2,508,1,0,0,1,2014,10,28,16789
703001,277,4,416,1,0,0,0,2014,3,13,22631
316097,809,4,876,1,1,0,0,2013,5,16,25071
608395,1043,6,1428,1,0,0,0,2014,1,4,20950
43943,219,5,371,1,0,0,1,2013,4,5,24869
561709,156,5,688,1,1,0,0,2013,10,11,25768
313140,838,6,699,1,0,0,0,2014,1,18,22240
539130,708,7,0,0,0,0,0,2014,11,16,0
285358,788,7,0,0,0,0,0,2013,1,27,0
249276,1037,3,1161,1,1,0,0,2014,4,30,24150
590514,219,2,424,1,0,0,0,2013,9,17,23837
288214,388,2,1342,1,1,0,0,2014,9,30,23761
85715,346,1,554,1,0,0,1,2013,7,22,23992
78053,206,2,878,1,1,0,1,2014,8,5,25414
506158,284,7,0,0,0,0,0,2013,12,1,41
393538,922,2,724,1,1,0,0,2013,7,2,21612
155380,1027,5,1885,1,1,0,1,2013,8,30,25710
315905,192,5,435,1,0,0,1,2013,9,6,23559
656775,767,4,619,1,0,0,0,2015,5,28,11854
39676,959,4,772,1,0,0,0,2014,6,12,20439
270224,110,6,374,1,0,0,0,2014,11,8,22910
536748,1070,6,736,1,0,0,0,2013,8,24,20791
671944,230,2,834,1,1,0,1,2014,7,29,28134
438744,521,6,426,1,0,0,0,2014,6,14,25266
121621,770,1,744,1,0,0,0,2013,7,8,9791
319096,1055,5,926,1,0,0,1,2014,8,15,20246
448635,101,4,791,1,1,0,0,2015,3,5,23749
276849,709,4,1515,1,1,0,0,2014,9,18,13924
340841,276,7,0,0,0,0,0,2013,6,23,47
6334,166,3,692,1,1,0,0,2015,1,14,24959
393289,515,4,681,1,1,0,0,2014,5,22,23392
582350,988,6,494,1,0,0,0,2015,3,14,20657
536830,505,4,583,1,1,0,0,2013,4,25,24748
91794,796,4,746,1,1,0,0,2013,11,7,26024
150999,332,6,220,1,0,0,0,2013,8,24,17249
649933,430,3,629,1,0,0,0,2015,7,22,18175
348458,409,4,502,1,0,0,0,2013,6,27,19916
469225,461,4,436,1,1,0,1,2014,8,7,21018
697015,447,1,764,1,1,0,0,2013,1,7,23278
98963,1110,5,707,1,1,0,0,2013,8,30,24626
638693,458,3,589,1,0,0,1,2013,8,7,20219
657286,284,6,494,1,0,0,0,2013,10,5,20632
546547,970,5,458,1,1,0,1,2014,1,10,20687
267484,967,3,980,1,1,0,0,2013,12,4,24960
15554,159,5,949,1,1,0,1,2013,5,31,27975
581083,295,6,518,1,0,0,0,2013,12,28,22442
235589,954,1,1295,1,1,0,0,2014,12,1,25305
32614,589,6,358,1,0,0,0,2014,9,6,19204
376845,389,5,1440,1,1,0,0,2015,5,8,22231
169317,236,6,573,1,0,0,0,2013,12,14,29330
587995,892,4,684,1,0,0,1,2015,7,23,19771
578662,555,4,357,1,0,0,0,2015,3,26,21264
447453,972,3,457,1,1,0,0,2013,7,3,22017
397942,443,6,383,1,0,0,0,2013,3,9,20141
36866,965,3,1190,1,1,0,1,2014,9,3,22134
669550,292,3,845,1,1,0,0,2014,12,17,26989
148150,1002,5,599,1,0,0,0,2014,9,26,19727
654835,833,2,353,1,0,0,1,2013,12,31,24227
170037,582,4,966,1,1,0,0,2013,2,7,17814
142753,420,3,381,1,0,0,1,2014,4,23,20802
225064,999,3,577,1,0,0,0,2013,9,18,21622
5883,1001,5,635,1,1,0,0,2015,3,20,23998
596742,208,6,506,1,0,0,0,2014,1,18,23309
12811,716,5,426,1,0,0,1,2014,4,25,13342
139246,509,3,544,1,1,0,0,2014,1,22,24772
419268,195,3,1531,1,1,0,1,2013,3,27,25889
356909,527,2,743,1,0,0,1,2014,7,8,21184
98920,778,4,727,1,0,0,0,2015,2,26,24421
117200,786,1,738,1,1,0,1,2014,9,1,29547
514217,81,3,467,1,0,0,0,2015,1,21,27322
95949,1021,2,1039,1,0,0,0,2014,9,9,21959
679651,445,6,2504,1,0,0,0,2013,11,30,23414
109115,246,4,1229,1,1,0,1,2013,5,2,28583
706189,40,3,603,1,0,0,0,2014,2,26,27629
309430,970,7,0,0,0,0,0,2013,5,19,0
136379,588,5,727,1,0,0,0,2013,2,1,19552
616243,701,2,555,1,0,0,0,2014,4,8,19694
263759,989,2,595,1,0,0,1,2015,5,26,20832
43917,370,6,646,1,0,0,0,2013,11,16,23029
9580,422,3,415,1,0,0,0,2015,1,21,18158
606966,833,1,544,1,1,0,0,2014,9,29,21949
348465,78,3,523,1,1,0,0,2015,6,3,28357
144489,22,6,369,1,0,0,0,2013,6,15,21305
449493,818,3,0,0,0,3,1,2013,12,25,120
54635,809,7,0,0,0,0,0,2014,12,28,73
516199,466,4,1014,1,1,0,0,2013,12,19,26713
236927,644,7,0,0,0,0,0,2014,3,9,0
205626,211,6,1221,1,0,0,0,2013,3,23,24477
324116,359,6,707,1,0,0,0,2013,11,9,20321
63804,764,7,0,0,0,0,0,2013,9,8,13
658604,121,5,584,1,1,0,1,2013,8,2,23051
395466,422,1,525,1,1,0,0,2015,5,18,19757
95054,1075,2,966,1,0,0,1,2015,7,21,21123
446570,515,6,897,1,0,0,0,2014,7,5,23237
431511,122,4,582,1,0,0,0,2015,3,12,23998
354675,1016,7,0,0,0,0,0,2013,2,24,40
266485,323,4,566,1,0,0,0,2013,2,28,22154
243152,17,1,1191,1,1,0,0,2014,6,2,24496
370546,79,6,409,1,0,0,0,2014,1,25,25968
15402,620,3,549,1,0,0,0,2013,2,27,16772
324630,709,3,1407,1,0,0,0,2013,8,7,13177
140312,606,6,393,1,0,0,0,2013,9,21,18548
510466,757,5,617,1,1,0,1,2014,8,1,21094
467098,546,5,1459,1,0,0,0,2014,1,31,23453
22294,126,2,621,1,1,0,0,2013,1,8,23945
571106,136,6,438,1,0,0,0,2013,10,12,21346
67793,621,2,730,1,0,0,1,2013,10,29,16000
656162,1069,6,647,1,0,0,0,2014,12,6,24287
321368,427,7,0,0,0,0,0,2013,6,23,0
309303,265,7,0,0,0,0,0,2015,7,5,0
143785,568,2,258,1,0,0,0,2013,1,29,17834
198315,66,6,566,1,0,0,0,2014,3,22,24079
163219,219,1,544,1,1,0,0,2013,7,1,25456
121953,52,3,331,1,0,0,0,2015,7,22,29540
127212,90,2,1094,1,0,0,0,2013,10,1,24782
363225,86,4,0,0,1,1,0,2014,6,19,0
451042,971,1,878,1,0,0,1,2014,8,11,18980
201129,173,1,1102,1,0,0,0,2013,5,6,25190
678093,801,1,339,1,0,0,0,2014,2,24,22477
601992,465,1,765,1,1,0,1,2015,7,27,23040
135137,315,6,302,1,0,0,0,2014,8,2,21943
591354,930,7,0,0,0,0,0,2015,1,25,0
487591,119,1,563,1,0,0,1,2014,10,13,23237
681982,482,2,780,1,0,0,0,2014,5,27,21889
273774,529,5,893,1,1,0,0,2014,1,10,23087
645472,977,7,0,0,0,0,0,2013,10,27,0
460962,92,1,1023,1,0,0,1,2013,12,23,32098
468382,1052,5,1011,1,0,0,0,2014,10,31,22317
214400,674,1,1472,1,1,0,0,2014,3,31,17389
107355,807,6,1028,1,0,0,0,2014,6,28,23768
291759,872,1,1014,1,1,0,0,2015,3,16,24222
228465,976,1,963,1,1,0,0,2015,3,2,22955
410476,361,1,714,1,1,0,0,2015,5,4,24036
36067,891,2,1348,1,1,0,0,2014,6,3,21471
310293,161,5,901,1,1,0,0,2014,4,4,26758
521808,674,4,1447,1,1,0,1,2015,4,2,20068
621207,818,3,482,1,0,0,1,2013,4,3,23120
462371,474,5,850,1,1,0,0,2015,3,6,22341
607990,992,1,932,1,1,0,1,2014,1,6,22680
507213,609,4,526,1,1,0,0,2013,4,25,20256
6482,833,6,435,1,0,0,0,2013,8,10,21812
358128,630,5,863,1,1,0,0,2015,4,17,19176
626201,255,2,613,1,0,0,1,2013,4,2,24586
704874,120,2,664,1,1,0,0,2013,11,5,25013
324820,324,7,0,0,0,0,0,2015,1,18,0
617732,897,5,360,1,1,0,0,2013,5,17,22171
612024,1101,7,0,0,0,0,0,2014,6,8,111
28251,446,1,961,1,1,0,0,2014,11,3,24189
61280,822,3,619,1,1,0,0,2015,2,18,25331
675045,1065,1,511,1,0,0,1,2013,10,28,19464
331538,612,7,0,0,0,1,0,2013,1,6,0
545424,603,4,900,1,0,0,0,2013,2,28,19073
708273,935,2,644,1,1,0,0,2013,1,8,19158
322148,285,5,491,1,0,0,0,2013,5,10,21477
416887,107,5,989,1,1,0,1,2014,4,4,25178
578177,77,6,598,1,0,0,0,2015,7,4,24501
612712,666,7,0,0,0,0,0,2013,1,27,0
697467,1017,7,0,0,0,0,0,2015,6,28,96
23149,658,7,0,0,0,0,0,2015,4,5,0
330866,605,3,465,1,1,0,0,2013,6,5,18614
141789,155,4,602,1,1,0,0,2015,3,5,26896
164585,535,2,965,1,1,0,1,2013,8,27,20895
654034,63,1,1320,1,0,0,1,2013,12,23,33911
298943,574,4,524,1,0,0,0,2015,2,12,20364
562321,480,2,723,1,1,0,0,2014,10,7,23424
594315,998,5,575,1,1,0,0,2015,7,3,25764
630748,635,7,0,0,0,0,0,2013,9,22,125
390107,159,3,863,1,1,0,1,2015,4,1,29846
132335,537,7,0,0,0,0,0,2015,3,1,0
211926,247,1,1048,1,1,0,0,2013,12,2,28329
262505,141,4,635,1,1,0,0,2015,3,19,23677
271639,1035,3,635,1,1,0,0,2014,1,8,23900
164474,381,1,1318,1,1,0,0,2013,4,29,26942
411888,217,6,557,1,0,0,0,2013,1,26,23185
289592,1082,4,1742,1,1,0,0,2013,3,28,19613
327494,102,6,1064,1,0,0,0,2013,12,28,24273
211397,186,1,380,1,0,0,0,2013,6,10,24023
283131,314,1,530,1,0,0,0,2013,3,11,21564
444845,819,1,510,1,0,0,0,2013,9,16,22747
351479,860,2,702,1,0,0,0,2014,9,9,19822
269414,714,2,287,1,0,0,0,2015,7,7,14484
81758,786,1,629,1,0,0,0,2014,3,24,25518
208171,818,3,532,1,0,0,0,2013,6,12,22677
618857,241,2,889,1,1,0,0,2013,12,17,29144
309622,12,5,1117,1,1,0,1,2014,5,2,27045
138325,529,2,833,1,1,0,0,2014,4,1,24053
693303,825,1,512,1,0,0,0,2013,10,14,21320
140563,66,1,0,0,0,2,1,2014,4,21,4
497275,35,6,606,1,0,0,0,2014,8,9,23498
232381,613,7,0,0,0,0,0,2013,10,6,0
629952,638,3,466,1,0,0,0,2013,6,12,21413
354741,277,5,670,1,1,0,1,2013,8,2,22383
657076,509,6,401,1,0,0,0,2013,2,2,26626
262672,396,4,0,0,0,1,0,2014,5,29,23
90099,37,6,861,1,0,0,0,2015,4,18,26165
479682,805,3,717,1,1,0,0,2013,7,3,26314
564163,39,4,837,1,1,0,0,2013,12,19,28763
493534,347,6,437,1,0,0,0,2014,7,26,23160
108952,631,1,773,1,1,0,0,2015,2,16,20958
195498,640,3,716,1,1,0,1,2015,7,29,23159
457425,908,3,298,1,0,0,0,2015,1,21,25484
93389,625,5,621,1,1,0,0,2015,6,19,19634
509362,931,1,752,1,1,0,0,2013,8,12,19546
643685,73,5,452,1,0,0,0,2015,6,26,26002
20652,931,6,174,1,0,0,0,2015,1,3,18579
458348,260,5,818,1,0,0,0,2015,6,12,20145
191003,962,4,768,1,0,0,0,2013,2,14,20342
446696,778,3,866,1,1,0,0,2013,9,25,26010
693085,274,4,991,1,1,0,0,2015,3,5,20281
412727,1065,3,520,1,0,0,1,2013,4,3,21420
238520,150,3,737,1,1,0,1,2013,7,17,25488
131512,126,7,0,0,0,0,0,2014,2,9,0
89756,1043,6,1032,1,0,0,0,2014,7,19,20316
614334,218,6,306,1,0,0,0,2015,7,18,22982
708390,210,1,512,1,0,0,1,2014,12,22,32051
430457,1000,4,784,1,1,0,0,2013,6,6,24729
679667,386,4,512,1,0,0,1,2013,7,25,20224
240901,997,7,0,0,0,0,0,2013,9,1,203
556919,309,7,0,0,0,0,0,2015,5,24,57
231877,1040,2,855,1,0,0,1,2015,4,7,21766
533751,92,1,448,1,0,0,0,2015,1,19,27757
655844,897,4,0,0,1,1,0,2014,5,1,0
117056,141,1,0,0,1,1,0,2014,1,6,80
25413,772,7,0,0,0,0,0,2014,10,26,0
513964,179,6,997,1,0,0,0,2013,3,16,23013
65236,205,7,0,0,0,0,0,2015,1,11,0
453110,909,1,974,1,0,0,0,2014,2,10,24636
59545,824,1,923,1,1,0,0,2013,8,12,24591
256075,697,1,915,1,0,0,1,2014,10,13,18643
179641,354,3,541,1,0,0,1,2013,7,24,19369
685755,491,7,0,0,0,0,0,2014,12,7,125
394019,552,1,1063,1,1,0,1,2014,9,1,24105
109882,760,5,1212,1,0,0,0,2013,11,29,11651
182087,12,1,757,1,0,0,0,2013,2,25,24654
283889,614,7,0,0,0,0,0,2013,12,8,0
468969,161,6,747,1,0,0,0,2014,7,12,23961
482097,938,5,0,0,1,1,0,2015,5,1,98
460471,1111,3,463,1,1,0,0,2015,2,18,21370
389847,955,7,0,0,0,0,0,2014,7,6,0
552693,763,6,555,1,0,0,0,2015,4,25,11735
642213,352,5,669,1,0,0,1,2013,12,27,17888
408435,336,4,2013,1,1,0,0,2013,5,16,21997
387386,205,3,721,1,0,0,0,2013,1,30,26151
637489,40,4,727,1,0,0,0,2014,10,30,26288
351658,1011,3,726,1,0,0,0,2015,2,25,22564
709631,831,2,2258,1,1,0,0,2014,12,16,27820
490786,1029,7,0,0,0,0,0,2015,7,26,0
135520,556,6,672,1,0,0,0,2014,10,11,21353
156128,93,1,644,1,0,0,0,2013,6,10,25778
405952,572,6,560,1,0,0,0,2014,8,23,19649
48769,237,7,0,0,0,0,0,2013,11,3,0
530470,512,5,1522,1,1,0,0,2014,4,4,25465
270584,35,5,805,1,0,0,0,2013,10,4,24303
636898,113,1,953,1,0,0,1,2013,12,30,26407
364412,246,3,0,0,0,3,1,2013,12,25,37
199762,574,5,705,1,1,0,0,2015,7,17,21081
487967,875,1,384,1,0,0,0,2013,10,28,20694
92431,237,1,761,1,1,0,0,2013,1,7,24493
76491,545,6,705,1,0,0,0,2013,9,21,22781
23900,41,6,437,1,0,0,0,2014,3,15,25226
505628,707,1,408,1,0,0,0,2013,2,11,13949
250970,819,1,504,1,0,0,1,2013,7,8,23342
655742,450,5,0,0,0,3,1,2014,12,26,162
456671,833,2,490,1,1,0,0,2013,9,24,21662
599748,201,5,465,1,1,0,0,2015,3,20,24170
655087,1051,4,1176,1,1,0,0,2014,5,8,20712
623309,542,5,528,1,1,0,0,2013,10,25,20459
500269,553,4,0,0,0,1,1,2015,1,1,0
344957,453,5,871,1,1,0,0,2013,9,27,20210
621415,708,7,0,0,0,0,0,2015,5,3,0
96398,1025,5,834,1,0,0,0,2014,1,31,24697
42533,189,3,781,1,0,0,0,2014,4,9,25461
672006,459,3,1061,1,1,0,0,2013,6,19,20643
536452,973,6,747,1,0,0,0,2014,9,27,19382
144218,987,6,513,1,0,0,0,2013,4,27,20887
69693,94,3,535,1,0,0,0,2014,1,15,26334
599561,405,4,441,1,0,0,0,2014,11,20,20872
334236,990,2,648,1,1,0,0,2013,3,26,22333
466009,744,3,712,1,0,0,0,2014,2,26,15383
205728,558,5,433,1,0,0,0,2015,7,10,21152
85090,594,3,0,0,0,1,1,2014,1,1,0
297416,1093,2,936,1,1,0,0,2015,6,2,19443
549849,102,4,898,1,0,0,0,2013,1,17,23212
221474,1052,5,751,1,0,0,0,2014,4,11,20624
121609,517,7,0,0,0,0,1,2014,8,3,0
302330,763,7,0,0,0,0,0,2013,12,8,33
428083,502,2,1775,1,1,0,0,2014,3,4,26105
562552,631,1,611,1,0,0,1,2014,8,11,17936
487594,966,6,425,1,0,0,0,2014,2,8,20584
698851,678,6,693,1,0,0,0,2015,6,27,12585
141332,320,6,1630,1,0,0,0,2015,6,20,20159
480266,221,7,0,0,0,0,0,2014,12,21,14
802,593,1,1263,1,0,0,0,2015,5,11,19772
680824,181,7,0,0,0,0,0,2013,12,8,49
506830,197,7,0,0,0,0,0,2015,5,10,0
470646,381,4,905,1,0,0,0,2015,6,25,23234
490582,1047,2,485,1,0,0,0,2015,2,24,20438
354168,912,7,0,0,0,0,0,2015,4,19,28
50180,788,6,1280,1,0,0,0,2014,8,16,27114
603252,944,4,1153,1,1,0,0,2014,2,6,19158
619969,850,1,903,1,1,0,0,2014,1,20,22117
150274,425,2,389,1,0,0,0,2013,1,29,18769
226999,7,2,1139,1,0,0,1,2015,4,7,26302
533758,578,5,925,1,0,0,0,2014,7,11,17743
41332,654,1,1182,1,0,0,1,2014,12,22,23393
537827,616,1,695,1,0,0,0,2015,6,22,16874
653593,674,1,1096,1,0,0,0,2013,5,6,15539
103049,306,1,541,1,0,0,0,2014,6,23,19177
78312,134,1,598,1,1,0,1,2014,8,18,23811
545472,422,1,557,1,1,0,1,2014,1,6,19764
94879,231,6,367,1,0,0,0,2013,2,23,24870
459034,350,3,738,1,1,0,0,2013,12,18,19770
165255,1062,3,446,1,0,0,0,2015,5,27,21259
94843,1061,1,488,1,0,0,0,2015,1,19,18173
182007,740,3,305,1,0,0,0,2013,1,16,15016
300154,378,7,0,0,0,0,0,2014,2,2,29
510470,343,1,846,1,1,0,0,2013,10,7,22734
475728,207,6,968,1,0,0,0,2014,4,26,23575
183336,88,5,692,1,1,0,0,2015,1,30,25890
119888,433,4,724,1,0,0,0,2013,11,28,21136
124348,380,3,1503,1,1,0,0,2014,1,8,24465
501165,975,3,651,1,0,0,0,2013,9,18,19023
486894,285,5,431,1,0,0,0,2014,4,11,21567
229104,235,2,580,1,1,0,0,2013,5,28,28697
121766,761,3,1003,1,1,0,1,2014,8,6,10352
182036,774,1,748,1,0,0,0,2013,1,14,23244
48385,665,7,0,0,0,0,1,2013,1,6,0
80834,1023,5,920,1,0,0,1,2013,5,10,22260
248193,568,5,308,1,0,0,0,2013,9,6,16836
451061,434,4,621,1,0,0,0,2014,3,27,19608
36932,596,6,649,1,0,0,0,2014,4,12,20053
700554,729,5,912,1,0,0,1,2013,8,23,14462
606558,381,4,1268,1,1,0,1,2014,4,17,24865
71956,198,4,266,1,0,0,0,2014,3,13,24303
151863,790,5,610,1,0,0,0,2013,9,6,24061
84866,1036,2,406,1,0,0,1,2013,12,24,24950
113598,217,3,705,1,1,0,0,2014,12,17,29052
204768,204,3,486,1,1,0,0,2013,6,19,24755
559913,838,6,628,1,0,0,0,2014,1,25,22263
190279,1085,6,569,1,0,0,0,2015,1,17,21357
17157,1094,3,320,1,0,0,0,2013,7,24,17796
429882,622,3,413,1,1,0,1,2013,7,17,16797
373566,815,7,0,0,0,0,0,2013,7,14,0
466887,90,5,1295,1,1,0,1,2015,7,31,25314
566485,831,2,2404,1,1,0,0,2014,3,4,24441
513085,316,5,1149,1,1,0,0,2014,12,5,27174
219237,811,5,0,0,0,3,1,2014,12,26,120
18603,880,1,909,1,1,0,0,2013,1,7,21985
102768,260,7,0,0,0,0,0,2013,9,29,206
188304,597,7,0,0,0,0,0,2015,3,15,113
319000,596,1,657,1,0,0,1,2013,7,22,18590
428436,1096,5,560,1,0,0,1,2014,7,25,18101
170924,347,7,0,0,0,0,0,2014,5,18,89
595494,1052,6,557,1,0,0,0,2014,3,29,21143
36202,482,1,934,1,1,0,0,2013,6,17,24863
313324,397,7,0,0,0,0,0,2015,2,1,0
110436,492,5,927,1,0,0,0,2013,1,18,23232
77630,610,5,575,1,0,0,0,2013,11,29,18093
89853,277,3,552,1,1,0,0,2013,7,3,23159
706533,235,3,504,1,1,0,0,2015,2,4,29258
540737,222,1,821,1,1,0,0,2015,6,15,26919
654736,790,7,0,0,0,0,0,2014,9,21,0
325797,581,7,0,0,0,0,0,2013,9,1,0
265217,455,2,396,1,1,0,0,2014,1,21,21095
353120,739,5,897,1,1,0,0,2014,2,7,16684
60382,751,1,712,1,1,0,1,2014,4,14,20062
172818,582,5,727,1,0,0,0,2013,9,20,16403
218187,121,1,520,1,0,0,0,2015,4,20,27076
438350,996,3,704,1,0,0,0,2013,10,2,23664
242734,171,7,0,0,0,0,0,2014,6,1,0
218357,1103,7,0,0,0,0,1,2014,8,17,118
31471,732,1,609,1,1,0,0,2014,12,15,22005
661641,151,2,558,1,0,0,0,2013,6,11,25745
589424,966,7,0,0,0,0,0,2014,10,5,0
464938,589,4,512,1,0,0,0,2013,12,12,21120
262911,1062,3,415,1,0,0,0,2014,7,9,19924
633506,642,3,629,1,1,0,0,2014,4,30,22390
433498,1023,3,763,1,1,0,0,2014,12,3,26329
694209,954,7,0,0,0,0,0,2014,7,13,0
374619,1064,2,976,1,0,0,0,2014,5,13,21038
226934,941,1,632,1,1,0,0,2013,1,21,19711
373927,242,4,351,1,1,0,0,2015,2,5,24967
499894,124,5,724,1,1,0,0,2013,7,5,23075
24138,1005,6,860,1,0,0,0,2013,8,31,22676
113306,162,2,580,1,1,0,0,2015,3,3,26493
419476,298,7,0,0,0,0,0,2013,5,19,0
686561,239,1,694,1,1,0,0,2014,9,1,25093
221303,631,3,804,1,1,0,1,2015,4,1,22417
621143,38,5,544,1,0,0,1,2013,12,27,25529
350637,912,7,0,0,0,0,0,2013,5,5,0
137193,1112,7,0,0,0,0,0,2013,9,8,31
411435,1084,6,743,1,0,0,0,2013,3,23,21220
174255,704,5,1087,1,0,0,1,2014,7,11,15379
239951,347,5,415,1,0,0,0,2013,6,28,23802
285702,263,1,386,1,0,0,0,2015,7,6,24783
157087,1059,3,1619,1,1,0,0,2015,4,1,24072
266971,1104,4,468,1,1,0,0,2013,4,25,19031
318037,506,1,788,1,0,0,0,2013,6,24,23368
102343,742,5,0,0,0,1,1,2013,11,1,0
479363,920,1,686,1,1,0,0,2014,3,17,21733
548315,485,7,0,0,0,0,0,2014,1,12,0
332334,630,4,854,1,0,0,0,2014,11,20,18808
6710,313,4,770,1,1,0,0,2013,6,6,21712
360400,910,4,501,1,0,0,0,2014,3,27,19146
117768,611,7,0,0,0,0,0,2013,1,27,0
119585,127,5,610,1,0,0,0,2015,2,13,23405
120979,643,5,1088,1,1,0,0,2015,7,3,19942
245293,873,4,442,1,1,0,1,2013,8,15,21955
38744,721,6,695,1,0,0,0,2014,8,16,12783
122231,1020,3,1000,1,0,0,0,2014,6,11,22111
138512,986,2,1078,1,1,0,0,2013,2,19,21239
524833,291,3,698,1,0,0,0,2013,11,13,20889
582720,975,3,780,1,1,0,0,2013,9,25,20571
616972,730,6,853,1,0,0,0,2014,2,15,15783
182579,333,3,1256,1,0,0,1,2013,1,2,19152
275994,102,2,1273,1,1,0,0,2013,10,8,23541
549213,424,6,775,1,0,0,0,2014,2,8,17769
666341,691,1,979,1,1,0,0,2014,3,31,22469
174115,689,6,618,1,0,0,0,2014,2,15,18478
140363,377,7,0,0,0,0,0,2013,5,19,0
652578,954,2,1063,1,1,0,0,2013,7,16,21562
412459,1082,3,786,1,0,0,0,2015,4,22,18707
394643,768,7,0,0,0,0,0,2014,8,24,0
698189,525,7,0,0,0,0,0,2013,9,29,74
233617,592,7,0,0,0,0,0,2014,4,27,0
503796,142,2,571,1,0,0,0,2015,6,9,24039
470827,272,4,642,1,0,0,1,2013,8,8,19876
332184,385,5,732,1,0,0,0,2013,10,4,21512
29970,491,4,512,1,1,0,0,2013,11,7,24641
71631,48,1,440,1,0,0,0,2013,2,25,27541
608046,464,7,0,0,0,0,0,2015,1,25,0
225054,80,6,673,1,0,0,0,2013,11,23,25119
601152,389,4,1163,1,0,0,0,2013,4,18,20884
706116,448,7,0,0,0,0,0,2013,7,21,113
75342,750,7,0,0,0,0,0,2015,6,28,81
561448,741,4,911,1,1,0,0,2013,12,5,20576
457339,357,6,1005,1,0,0,0,2013,2,2,21022
50121,1019,3,549,1,0,0,1,2013,9,4,22063
42873,678,3,844,1,1,0,0,2014,11,26,12695
105424,669,5,527,1,1,0,0,2015,5,22,16612
293761,455,4,569,1,1,0,0,2014,10,2,22520
621841,614,4,759,1,0,0,0,2013,1,31,16930
130512,802,1,438,1,0,0,0,2015,5,11,23729
620231,954,3,1107,1,1,0,0,2013,2,20,21503
114004,656,2,346,1,0,0,0,2013,5,7,16634
284528,596,5,635,1,1,0,0,2013,9,27,18542
